id;modulo;unidad;seite;espanol;deutsch;beispiel
v_167_34;Unidad 3;Unidad 3 | Texto B;167;la ensalada;der Salat;
v_167_35;Unidad 3;Unidad 3 | Texto B;167;el timbre;die Klingel;
v_168_01;Unidad 3;Unidad 3 | Texto B;168;de... años;... Jahre alte/-r;Adrián es su primo de seis años.
v_168_02;Unidad 3;Unidad 3 | Texto B;168;solucionar un problema;ein Problem lösen;
v_168_03;Unidad 3;Unidad 3 | Texto B;168;la oficina;das Büro;
v_168_04;Unidad 3;Unidad 3 | Texto B;168;la hora;die Stunde;
v_168_05;Unidad 3;Unidad 3 | Texto B;168;¡Tranquilo/-a!;Alles gut! Kein Problem! wörtlich: ruhig;
v_168_06;Unidad 3;Unidad 3 | Texto B;168;el/la niño/-a;das Kind;La niña discute con su padre.
v_168_07;Unidad 3;Unidad 3 | Texto B;168;necesitar algo;brauchen;Solo necesito mis libros.
v_168_08;Unidad 3;Unidad 3 | Texto B;168;entrar (en);eintreten, hereinkommen;
v_168_09;Unidad 3;Unidad 3 | Texto B;168;el castillo;das Schloss;
v_168_10;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;lavar los platos;Geschirr spülen;
v_168_11;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;planchar la ropa;die Kleidung bügeln;
v_168_12;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;poner la mesa;den Tisch decken;
v_168_13;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;trabajar en el jardín;im Garten arbeiten;
v_168_14;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;pasear el perro;den Hund rausbringen;
v_168_15;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;lavar la ropa;Wäsche waschen;
v_168_16;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;pasar la aspiradora;Staub saugen;
v_168_17;Unidad 3;Unidad 3 | Palabrateca - Las tareas del hogar;168;hacer las camas;die Betten machen;
v_168_18;Módulo 3;Módulo 3;168;¿Qué hora es?;Wie spät ist es?;
v_168_19;Módulo 3;Módulo 3;168;la hora;die Uhrzeit;
v_168_20;Módulo 3;Módulo 3;168;la invitación, las invitaciones pl.;die Einladung;
v_168_21;Módulo 3;Módulo 3;168;Año Nuevo;das Neujahr;
v_168_22;Módulo 3;Módulo 3;168;mañana;morgen;
v_168_23;Módulo 3;Módulo 3;168;a las + hora;um + Uhrzeit;Quedamos a las cinco (en casa).
v_168_24;Módulo 3;Módulo 3;168;a la una;um ein/dreizehn Uhr;
v_168_25;Módulo 3;Módulo 3;168;el lugar;der Ort, die Stelle;
v_168_26;Módulo 3;Módulo 3;168;¿A qué hora?;Um wieviel Uhr?, Wann?;
v_168_27;Módulo 3;Módulo 3;168;empezar (e → ie);beginnen, anfangen;¿A qué hora empieza la fiesta?
v_168_28;Módulo 3;Módulo 3;168;el reloj;die Uhr;¿Qué hora es en tu reloj?
v_168_29;Módulo 3;Módulo 3;168;son las + hora;es ist + Uhrzeit;Son las tres y media.
v_168_30;Módulo 3;Módulo 3;168;faltar;fehlen;Faltan cinco minutos.
v_169_01;Módulo 3;Módulo 3;169;Es la una.;Es ist ein/dreizehn Uhr.;-¿Qué hora es? -Es la una.
v_169_02;Módulo 3;Módulo 3;169;en punto;Punkt (Uhr), genau;
v_169_03;Módulo 3;Módulo 3;169;y cuarto;Viertel nach;
v_169_04;Módulo 3;Módulo 3;169;y media;halb;
v_169_05;Módulo 3;Módulo 3;169;menos cuarto;Viertel vor;
v_169_06;Módulo 3;Módulo 3;169;el minuto;die Minute;Tenéis cinco minutos.
v_169_07;Módulo 3;Módulo 3;169;la madrugada;das Morgengrauen, der frühe Morgen;
v_169_08;Módulo 3;Módulo 3;169;la mañana;der Morgen, der Vormittag;
v_169_09;Módulo 3;Módulo 3;169;la tarde;der Nachmittag, der frühe Abend;
v_169_10;Módulo 3;Módulo 3;169;la noche;der Abend, die Nacht;
v_169_11;Unidad 4;Unidad 4 | Vocabulario;169;el día a día;der Alltag;
v_169_12;Unidad 4;Unidad 4 | Vocabulario;169;el horario;der Stundenplan;
v_169_13;Unidad 4;Unidad 4 | Vocabulario;169;Alemán;Deutsch;
v_169_14;Unidad 4;Unidad 4 | Vocabulario;169;Educación Física;Sport;
v_169_15;Unidad 4;Unidad 4 | Vocabulario;169;Educación Plástica y Visual;Kunst;
v_169_16;Unidad 4;Unidad 4 | Vocabulario;169;Física y Química;Physik und Chemie;
v_169_17;Unidad 4;Unidad 4 | Vocabulario;169;Geografía e Historia;Geografie und Geschichte;
v_169_18;Unidad 4;Unidad 4 | Vocabulario;169;Inglés;Englisch;
v_169_19;Unidad 4;Unidad 4 | Vocabulario;169;Lengua (Castellana y Literatura);Spanisch;
v_169_20;Unidad 4;Unidad 4 | Vocabulario;169;Matemáticas (Mates fam.);Mathematik;
v_169_21;Unidad 4;Unidad 4 | Vocabulario;169;Música;Musik;
v_169_22;Unidad 4;Unidad 4 | Vocabulario;169;Religión/Valores Éticos;Religion/Ethik;
v_169_23;Unidad 4;Unidad 4 | Vocabulario;169;Tutoría;Klassenleitungsstunde;
v_169_24;Unidad 4;Unidad 4 | Vocabulario;169;Tecnología y Digitalización/Informática;Informatik;
v_169_25;Unidad 4;Unidad 4 | Vocabulario;169;2° de ESO;die 8. Klasse;
v_169_26;Unidad 4;Unidad 4 | Vocabulario;169;la ESO (= Educación Secundaria Obligatoria);die Sekundarstufe I;
v_169_27;Unidad 4;Unidad 4 | Vocabulario;169;el aula de Música;der Musikraum;
v_169_28;Unidad 4;Unidad 4 | Vocabulario;169;el recreo;die (Hof-)Pause;
v_169_29;Unidad 4;Unidad 4 | Vocabulario;169;el laboratorio;das Labor;
v_169_30;Unidad 4;Unidad 4 | Vocabulario;169;el aula de Informática;der Informatikraum;
v_169_31;Unidad 4;Unidad 4 | Vocabulario;169;el comedor;die Kantine;
v_169_32;Unidad 4;Unidad 4 | Vocabulario;169;el taller;das Atelier, die Werkstatt;
v_169_33;Unidad 4;Unidad 4 | Vocabulario;169;el gimnasio;die Sporthalle, Turnhalle;
v_170_01;Unidad 4;Unidad 4 | Vocabulario;170;el gimnasio;die Sporthalle;
v_170_02;Unidad 4;Unidad 4 | Vocabulario;170;el instituto;das Gymnasium;
v_170_03;Unidad 4;Unidad 4 | Vocabulario;170;el lunes;der Montag / am Montag;
v_170_04;Unidad 4;Unidad 4 | Vocabulario;170;los lunes;montags / jeden Montag;
v_170_05;Unidad 4;Unidad 4 | Vocabulario;170;desde las... hasta las...;von ... bis ... (Uhrzeit);
v_170_06;Unidad 4;Unidad 4 | Vocabulario;170;... (no) es mi fuerte;... ist (nicht) meine Stärke;Mates es mi fuerte.
v_170_07;Unidad 4;Unidad 4 | Texto A;170;el chat;der Chat;
v_170_08;Unidad 4;Unidad 4 | Texto A;170;ya no;nicht mehr;
v_170_09;Unidad 4;Unidad 4 | Texto A;170;tener ganas (de algo) / + inf.;"Lust auf etw. haben; Lust haben, etw. zu tun";Tengo ganas de comer helado.
v_170_10;Unidad 4;Unidad 4 | Texto A;170;chatear;chatten;
v_170_11;Unidad 4;Unidad 4 | Texto A;170;¡Es verdad!;Das stimmt.;
v_170_12;Unidad 4;Unidad 4 | Texto A;170;¿Qué tal + sust.?;Wie ist + S.?;¿Qué tal el examen?
v_170_13;Unidad 4;Unidad 4 | Texto A;170;la gente;die Leute;La gente aquí es maja.
v_170_14;Unidad 4;Unidad 4 | Texto A;170;Lo siento.;Es tut mir leid.;
v_170_15;Unidad 4;Unidad 4 | Texto A;170;el examen;die Klassenarbeit, Prüfung;
v_170_16;Unidad 4;Unidad 4 | Texto A;170;como siempre;wie immer;
v_170_17;Unidad 4;Unidad 4 | Texto A;170;tener dificultad/es con algo / + inf.;Schwierigkeiten mit etw. / + Inf. haben;
v_170_18;Unidad 4;Unidad 4 | Texto A;170;vuestro/-a, vuestros/-as;euer, eure;
v_170_19;Unidad 4;Unidad 4 | Texto A;170;el año (escolar);das (Schul-)Jahr;
v_170_20;Unidad 4;Unidad 4 | Texto A;170;nuestro/-a, nuestros/-as;unser, unsere;
v_170_21;Unidad 4;Unidad 4 | Texto A;170;el/la tutor/a;der/die Klassenlehrer/-in;
v_170_22;Unidad 4;Unidad 4 | Texto A;170;nuevo/-a;neu;
v_170_23;Unidad 4;Unidad 4 | Texto A;170;estricto/-a;streng;
v_170_24;Unidad 4;Unidad 4 | Texto A;170;¡Qué rollo!;Wie nervig!;
v_170_25;Unidad 4;Unidad 4 | Texto A;170;un poco;ein bisschen;
v_170_26;Unidad 4;Unidad 4 | Texto A;170;tener suerte;Glück haben;Tengo suerte con mis profes.
v_170_27;Unidad 4;Unidad 4 | Texto A;170;la suerte;das Glück;
v_170_28;Unidad 4;Unidad 4 | Texto A;170;su, sus;ihre Pl.;
v_170_29;Unidad 4;Unidad 4 | Texto A;170;tener clase;Unterricht haben;
v_170_30;Unidad 4;Unidad 4 | Texto A;170;salir;(hinaus)gehen, ausgehen;
v_171_01;Unidad 4;Unidad 4 | Texto A;171;tener tiempo;Zeit haben;
v_171_02;Unidad 4;Unidad 4 | Texto A;171;el día favorito;der Lieblingstag;
v_171_03;Unidad 4;Unidad 4 | Texto A;171;el grupo de teatro;die Theatergruppe;
v_171_04;Unidad 4;Unidad 4 | Texto A;171;el grupo;die Gruppe;
v_171_05;Unidad 4;Unidad 4 | Texto A;171;el teatro;das Theater;
v_171_06;Unidad 4;Unidad 4 | Texto A;171;cerca (de algo);in der Nähe (von etw.);Mis abuelos viven cerca del insti.
v_171_07;Unidad 4;Unidad 4 | Texto A;171;me levanto;ich stehe auf;
v_171_08;Unidad 4;Unidad 4 | Texto A;171;tarde adj.;spät;
v_171_09;Unidad 4;Unidad 4 | Texto A;171;moderno/-a;modern;
v_171_10;Unidad 4;Unidad 4 | Texto A;171;¡Qué guay!;Wie cool!;
v_171_11;Unidad 4;Unidad 4 | Texto A;171;el/la compañero/-a;der Mitschüler, die Mitschülerin;
v_171_12;Unidad 4;Unidad 4 | Texto A;171;hacer deporte;Sport machen/treiben;
v_171_13;Unidad 4;Unidad 4 | Texto A;171;el deporte;der Sport;
v_171_14;Unidad 4;Unidad 4 | Texto A;171;la serie;die TV-Serie;
v_171_15;Unidad 4;Unidad 4 | Texto B;171;el trabajo en grupo;die Gruppenarbeit;
v_171_16;Unidad 4;Unidad 4 | Texto B;171;el trabajo;die Arbeit;
v_171_17;Unidad 4;Unidad 4 | Texto B;171;ese, esa;diese/dieser/dieses da;
v_171_18;Unidad 4;Unidad 4 | Texto B;171;preparar algo;etw. vorbereiten;
v_171_19;Unidad 4;Unidad 4 | Texto B;171;la presentación, las presentaciones pl.;der Vortrag, die Präsentation;
v_171_20;Unidad 4;Unidad 4 | Texto B;171;el proyecto de reciclaje;das Recyclingprojekt;
v_171_21;Unidad 4;Unidad 4 | Texto B;171;el proyecto;das Projekt;
v_171_22;Unidad 4;Unidad 4 | Texto B;171;el reciclaje;das Recycling;
v_171_23;Unidad 4;Unidad 4 | Texto B;171;organizar algo;etw. organisieren;
v_171_24;Unidad 4;Unidad 4 | Texto B;171;A ver...;Mal sehen ...;
v_171_25;Unidad 4;Unidad 4 | Texto B;171;¿cuánto/-a?;wie viel/e?;¿Cuánto tiempo tenemos?
v_171_26;Unidad 4;Unidad 4 | Texto B;171;presentar algo;etw. präsentieren;
v_171_27;Unidad 4;Unidad 4 | Texto B;171;¡Venga!;Los!;
v_171_28;Unidad 4;Unidad 4 | Texto B;171;querer algo / + inf. (e → ie);etw. wollen, etw. + Inf. wollen;¿Quieres buscar fotos?
v_171_29;Unidad 4;Unidad 4 | Texto B;171;el sobresaliente;sehr gut Schulnote;
v_171_30;Unidad 4;Unidad 4 | Texto B;171;el texto;der Text;El texto es bastante interesante.
v_171_31;Unidad 4;Unidad 4 | Texto B;171;tener razón;Recht haben;
v_171_32;Unidad 4;Unidad 4 | Texto B;171;preferir + inf. (e → ie);etw. lieber tun wollen;
v_172_01;Unidad 4;Unidad 4 | Texto B;172;De acuerdo.;Einverstanden.;
v_172_02;Unidad 4;Unidad 4 | Texto B;172;Yo paso.;Ich passe.;–¿Escribes el texto? –Yo paso.
v_172_03;Unidad 4;Unidad 4 | Texto B;172;de nuevo;erneut;
v_172_04;Unidad 4;Unidad 4 | Texto B;172;¿Qué tal mañana?;Wie wäre es mit morgen?;
v_172_05;Unidad 4;Unidad 4 | Texto B;172;imposible;unmöglich;
v_172_06;Unidad 4;Unidad 4 | Texto B;172;Es que...;Es ist so, dass ...;Es que mañana no tengo tiempo.
v_172_07;Unidad 4;Unidad 4 | Texto B;172;Esa es otra historia.;Das ist eine andere Geschichte.;
v_172_08;Unidad 4;Unidad 4 | Texto B;172;la historia;die Geschichte;Es una historia muy divertida.
v_172_09;Unidad 4;Unidad 4 | Texto B;172;Oye, ...;Hör mal, ...;Oye, ¿qué haces mañana?
v_172_10;Unidad 4;Unidad 4 | Texto B;172;¿con quién?;mit wem?;¿Con quién quedas mañana?
v_172_11;Unidad 4;Unidad 4 | Texto B;172;la cita;die Verabredung, auch: der Termin;Tengo una cita con mi amiga.
v_172_12;Módulo 4;Módulo 4;172;¿Qué te gusta hacer?;Was machst du gerne?;¿Qué te gusta hacer el fin de semana?
v_172_13;Módulo 4;Módulo 4;172;gustar + inf./sust.;gefallen, mögen, gerne tun;
v_172_14;Módulo 4;Módulo 4;172;te gusta/n;dir gefällt/gefallen;¿Te gusta el programa?
v_172_15;Módulo 4;Módulo 4;172;el centro juvenil;der Jugendclub;
v_172_16;Módulo 4;Módulo 4;172;el programa m.;das Programm;
v_172_17;Módulo 4;Módulo 4;172;la actividad;die Aktivität;
v_172_18;Módulo 4;Módulo 4;172;el tiempo libre;die Freizeit;¿Qué haces en tu tiempo libre?
v_172_19;Módulo 4;Módulo 4;172;libre;frei;
v_172_20;Módulo 4;Módulo 4;172;el curso;der Kurs;
v_172_21;Módulo 4;Módulo 4;172;probar (o → ue) algo;etw. probieren, testen;Me gusta probar recetas.
v_172_22;Módulo 4;Módulo 4;172;la receta;das Rezept;
v_172_23;Módulo 4;Módulo 4;172;experimentar (con algo);(mit etw.) experimentieren, (etw.) ausprobieren;
v_172_24;Módulo 4;Módulo 4;172;el ingrediente;die Zutat;
v_172_25;Módulo 4;Módulo 4;172;más + sust.;mehr + S.;
v_172_26;Módulo 4;Módulo 4;172;la naturaleza;die Natur;
v_172_27;Módulo 4;Módulo 4;172;el animal;das Tier;
v_172_28;Módulo 4;Módulo 4;172;la programación;die Programmierung;
v_172_29;Módulo 4;Módulo 4;172;la tecnología;die Technologie;
v_172_30;Módulo 4;Módulo 4;172;el fútbol;der Fußball Sportart;
v_172_31;Módulo 4;Módulo 4;172;el pádel;das Padel Sportart;
v_172_32;Módulo 4;Módulo 4;172;a mí;mir;A mí me gusta cocinar.
v_173_01;Módulo 4;Módulo 4;173;a mí no;mir nicht;
v_173_02;Módulo 4;Módulo 4;173;a mí tampoco;mir auch nicht;
v_173_03;Módulo 4;Módulo 4;173;a ti;dir;¿Y qué te gusta a ti?
v_173_04;Módulo 4;Módulo 4;173;a mí sí;mir schon;
v_173_05;Módulo 4;Módulo 4;173;me gusta/n;mir gefällt/gefallen;Me gusta el deporte.
v_173_06;Módulo 4;Módulo 4;173;participar en algo;an etw. teilnehmen;
v_173_07;Módulo 4;Módulo 4;173;el taller;der Workshop;
v_173_08;Módulo 4;Módulo 4;173;le gusta/n;ihm/ihr gefällt/gefallen;A Pau le gustan los mangas.
v_173_09;Módulo 4;Palabrateca – Actividades de tiempo libre;173;jugar al baloncesto;Basketball spielen;
v_173_10;Módulo 4;Palabrateca – Actividades de tiempo libre;173;jugar al voleibol;Volleyball spielen;
v_173_11;Módulo 4;Palabrateca – Actividades de tiempo libre;173;tocar la flauta;Flöte spielen;
v_173_12;Módulo 4;Palabrateca – Actividades de tiempo libre;173;tocar la batería;Schlagzeug spielen;
v_173_13;Módulo 4;Palabrateca – Actividades de tiempo libre;173;tocar el piano;Klavier spielen;
v_173_14;Módulo 4;Palabrateca – Actividades de tiempo libre;173;cantar;singen;
v_173_15;Módulo 4;Palabrateca – Actividades de tiempo libre;173;hacer parkour;Parkour machen;
v_173_16;Módulo 4;Palabrateca – Actividades de tiempo libre;173;nadar;schwimmen;
v_173_17;Unidad 5;Unidad 5 | Vocabulario;173;el color;die Farbe;
v_173_18;Unidad 5;Unidad 5 | Vocabulario;173;la pandilla;die Clique;
v_173_19;Unidad 5;Unidad 5 | Vocabulario;173;el avatar;der Avatar;
v_173_20;Unidad 5;Unidad 5 | Vocabulario;173;alto/-a;groß Menschen;
v_173_21;Unidad 5;Unidad 5 | Vocabulario;173;bajo/-a;klein Menschen;
v_173_22;Unidad 5;Unidad 5 | Vocabulario;173;el pelo;das Haar, die Haare;Mi tía tiene el pelo corto.
v_173_23;Unidad 5;Unidad 5 | Vocabulario;173;liso/-a;glatt;Tengo el pelo liso.
v_173_24;Unidad 5;Unidad 5 | Vocabulario;173;rizado/-a;lockig;
v_173_25;Unidad 5;Unidad 5 | Vocabulario;173;largo/-a;lang;
v_173_26;Unidad 5;Unidad 5 | Vocabulario;173;corto/-a;kurz;
v_173_27;Unidad 5;Unidad 5 | Vocabulario;173;rubio/-a;blond;
v_173_28;Unidad 5;Unidad 5 | Vocabulario;173;castaño/-a;braun Haarfarbe;
v_173_29;Unidad 5;Unidad 5 | Vocabulario;173;negro/-a;schwarz Farbe;
v_173_30;Unidad 5;Unidad 5 | Vocabulario;173;ser pelirrojo/-a;rothaarig sein;
v_173_31;Unidad 5;Unidad 5 | Vocabulario;173;el ojo;das Auge;
v_173_32;Unidad 5;Unidad 5 | Vocabulario;173;verde;grün Farbe;
v_174_01;Unidad 5;Unidad 5 | Vocabulario;174;azul;blau Farbe;
v_174_02;Unidad 5;Unidad 5 | Vocabulario;174;marrón;braun Farbe;
v_174_03;Unidad 5;Unidad 5 | Vocabulario;174;llevar algo;etw. tragen Kleidung;Llevo gafas y una gorra.
v_174_04;Unidad 5;Unidad 5 | Vocabulario;174;las gafas;die Brille;
v_174_05;Unidad 5;Unidad 5 | Vocabulario;174;el aparato de dientes;die Zahnspange;
v_174_06;Unidad 5;Unidad 5 | Vocabulario;174;la gorra;das Basecap, die Mütze;
v_174_07;Unidad 5;Unidad 5 | Vocabulario;174;el gorro;die (Woll-)Mütze;
v_174_08;Unidad 5;Unidad 5 | Vocabulario;174;la bufanda;der Schal;
v_174_09;Unidad 5;Unidad 5 | Vocabulario;174;los pendientes;die Ohrringe;
v_174_10;Unidad 5;Unidad 5 | Vocabulario;174;el lunar;der Leberfleck;
v_174_11;Unidad 5;Unidad 5 | Vocabulario;174;las pecas;die Sommersprossen;Me gustan tus pecas.
v_174_12;Unidad 5;Unidad 5 | Vocabulario;174;¿cuál?, ¿cuáles?;welcher, welche, welches;¿Cuál es tu avatar?
v_174_13;Unidad 5;Unidad 5 | Vocabulario;174;que;der, die, das Relativpronomen;Pau es el chico que lee un cómic.
v_174_14;Unidad 5;Unidad 5 | Vocabulario;174;bonito/-a;hübsch;
v_174_15;Unidad 5;Unidad 5 | Vocabulario;174;feo/-a;hässlich;Este gorro es feo.
v_174_16;Unidad 5;Palabrateca – Describir una persona;174;tener el pelo verde;grüne Haare haben;
v_174_17;Unidad 5;Palabrateca – Describir una persona;174;tener un flequillo;ein Pony tragen;
v_174_18;Unidad 5;Palabrateca – Describir una persona;174;tener rastas;Dreadlocks tragen;
v_174_19;Unidad 5;Palabrateca – Describir una persona;174;llevar trenza;einen Zopf haben;
v_174_20;Unidad 5;Palabrateca – Describir una persona;174;llevar gafas de sol;eine Sonnenbrille tragen;
v_174_21;Unidad 5;Palabrateca – Describir una persona;174;llevar un pañuelo;ein Tuch tragen;
v_174_22;Unidad 5;Unidad 5 | Texto A;174;especial;besonders;
v_174_23;Unidad 5;Unidad 5 | Texto A;174;el patrón, la patrona;der/die Schutzheilige, Schutzpatron/in;
v_174_24;Unidad 5;Unidad 5 | Texto A;174;las fiestas;die Feierlichkeiten;
v_174_25;Unidad 5;Unidad 5 | Texto A;174;el concierto;das Konzert;
v_174_26;Unidad 5;Unidad 5 | Texto A;174;el baile;der Tanz;
v_174_27;Unidad 5;Unidad 5 | Texto A;174;el juego;das Spiel;
v_174_28;Unidad 5;Unidad 5 | Texto A;174;poder (o → ue);können;No puedo ir, tengo que estudiar.
v_174_29;Unidad 5;Unidad 5 | Texto A;174;ir (a + lugar);gehen (zu, nach + Ort);
v_175_01;Unidad 5;Unidad 5 | Texto A;175;¡Yo voy!;Ich komme mit!;
v_175_02;Unidad 5;Unidad 5 | Texto A;175;la cola;hier: die Warteschlange;
v_175_03;Unidad 5;Unidad 5 | Texto A;175;hacer cola;in der Warteschlange stehen;
v_175_04;Unidad 5;Unidad 5 | Texto A;175;la idea;die Idee;
v_175_05;Unidad 5;Unidad 5 | Texto A;175;tradicional;traditionell;
v_175_06;Unidad 5;Unidad 5 | Texto A;175;No sé...;Ich weiß nicht...;
v_175_07;Unidad 5;Unidad 5 | Texto A;175;el dinero;das Geld;
v_175_08;Unidad 5;Unidad 5 | Texto A;175;la entrada;die Eintrittskarte;
v_175_09;Unidad 5;Unidad 5 | Texto A;175;gratis;kostenlos;La entrada es gratis.
v_175_10;Unidad 5;Unidad 5 | Texto A;175;¿adónde?;wohin?;
v_175_11;Unidad 5;Unidad 5 | Texto A;175;la caseta;der Stand, die Bude;¿Compramos algo en la caseta?
v_175_12;Unidad 5;Unidad 5 | Texto A;175;unos, unas;ein paar;¿Compramos unas rosquillas?
v_175_13;Unidad 5;Unidad 5 | Texto A;175;el hambre f.;der Hunger;Tengo hambre.
v_175_14;Unidad 5;Unidad 5 | Texto A;175;juntos/-as;zusammen, gemeinsam;¿Estudiamos juntas?
v_175_15;Unidad 5;Unidad 5 | Texto A;175;al final;schließlich;
v_175_16;Unidad 5;Unidad 5 | Texto A;175;Fiesta de San Isidro;Fest in Madrid zu Ehren von San Isidro;
v_175_17;Unidad 5;Unidad 5 | Texto A;175;San Isidro;Schutzheiliger der Stadt Madrid;
v_175_18;Unidad 5;Unidad 5 | Texto A;175;Pradera de San Isidro;auch parque de San Isidro, Park in Madrid;
v_175_19;Unidad 5;Unidad 5 | Texto A;175;el chotis;Volkstanz aus Madrid;
v_175_20;Unidad 5;Unidad 5 | Texto A;175;las rosquillas;ringförmiges Gebäck;
v_175_21;Unidad 5;Unidad 5 | Texto A;175;Aitana Ocaña Morales;spanische Sängerin;
v_175_22;Unidad 5;Unidad 5 | Texto B;175;el tipo;der Typ;
v_175_23;Unidad 5;Unidad 5 | Texto B;175;encontrar algo/a alguien (o → ue);etw./jdn finden;
v_175_24;Unidad 5;Unidad 5 | Texto B;175;mucho/-a;viel, viele;
v_175_25;Unidad 5;Unidad 5 | Texto B;175;la persona;die Person;
v_175_26;Unidad 5;Unidad 5 | Texto B;175;el/la líder m./f.;der/die Anführer/-in;
v_175_27;Unidad 5;Unidad 5 | Texto B;175;popular;beliebt;
v_175_28;Unidad 5;Unidad 5 | Texto B;175;para + inf.;um, zu;
v_175_29;Unidad 5;Unidad 5 | Texto B;175;el plan;der Plan;
v_175_30;Unidad 5;Unidad 5 | Texto B;175;ideal;ideal;
v_175_31;Unidad 5;Unidad 5 | Texto B;175;cambiar de idea;seine Meinung ändern;
v_175_32;Unidad 5;Unidad 5 | Texto B;175;cabezota;stur, dickköpfig;Eres muy cabezota.
v_175_33;Unidad 5;Unidad 5 | Texto B;175;el/la listillo/-a;der/die Schlauberger/-in;
v_176_01;Unidad 5;Unidad 5 | Texto B;176;la mano f.;die Hand;Tienes manos grandes.
v_176_02;Unidad 5;Unidad 5 | Texto B;176;poco/-a adj.;wenig, wenige;
v_176_03;Unidad 5;Unidad 5 | Texto B;176;explicar algo;etw. erklären;
v_176_04;Unidad 5;Unidad 5 | Texto B;176;informar a alguien;jdn informieren;
v_176_05;Unidad 5;Unidad 5 | Texto B;176;ayudar a alguien;jdm helfen;
v_176_06;Unidad 5;Unidad 5 | Texto B;176;perfecto/-a;perfekt;
v_176_07;Unidad 5;Unidad 5 | Texto B;176;la solución, las soluciones pl.;die Lösung;
v_176_08;Unidad 5;Unidad 5 | Texto B;176;paciente;geduldig;
v_176_09;Unidad 5;Unidad 5 | Texto B;176;fiel;treu;
v_176_10;Unidad 5;Unidad 5 | Texto B;176;llamar a alguien;jdn (an)rufen;
v_176_11;Unidad 5;Unidad 5 | Texto B;176;generoso/-a;großzügig;
v_176_12;Unidad 5;Unidad 5 | Texto B;176;estar allí para alguien;für jdn da sein;
v_176_13;Unidad 5;Unidad 5 | Texto B;176;la pelea;der Streit;
v_176_14;Unidad 5;Unidad 5 | Texto B;176;el conflicto;der Konflikt;
v_176_15;Unidad 5;Unidad 5 | Texto B;176;el/la despistado/-a;der/die Zerstreute;
v_176_16;Unidad 5;Unidad 5 | Texto B;176;llegar (a);kommen, ankommen (in);Pau siempre llega tarde.
v_176_17;Unidad 5;Unidad 5 | Texto B;176;creativo/-a;kreativ;
v_176_18;Unidad 5;Unidad 5 | Texto B;176;el/la deportista m./f.;der/die Sportler/-in;
v_176_19;Unidad 5;Unidad 5 | Texto B;176;buscar a alguien;jdn suchen;Álex busca a su hermana Lola.
v_176_20;Unidad 5;Unidad 5 | Texto B;176;para jugar;um zu spielen;Álex y Pau quedan para jugar al fútbol.
v_176_21;Unidad 5;Unidad 5 | Texto B;176;la liga escolar;die Schulliga;
v_176_22;Unidad 5;Unidad 5 | Texto B;176;el resultado;das Ergebnis;
v_176_23;Unidad 5;Unidad 5 | Texto B;176;el partido;das Spiel (Sport);
v_176_24;Unidad 5;Unidad 5 | Texto B;176;contar con alguien (o → ue);auf jdn zählen;Siempre puedo contar con mi tío.
v_176_25;Unidad 5;Unidad 5 | Texto B;176;el cinema (= el cine fam.);das Kino;
v_176_26;Unidad 5;Unidad 5 | Texto B;176;la cualidad;die Eigenschaft;
v_176_27;Unidad 5;Unidad 5 | Texto B;176;el perfil;das Profil;
v_176_28;Unidad 5;Unidad 5 | Texto B;176;diferente;unterschiedlich, anders;
v_176_29;Unidad 5;Unidad 5 | Texto B;176;pensar (e → ie);denken;–¿Qué piensas? –No sé.
v_176_30;Unidad 5;Unidad 5 | Texto B;176;el e-mail;die E-Mail;
v_176_31;Módulo 5;Módulo 5;176;de vacaciones;im Urlaub;
v_176_32;Módulo 5;Módulo 5;176;las vacaciones;die Ferien;
v_176_33;Módulo 5;Módulo 5;176;el final de curso;das Schuljahresende;Faltan dos días para el final de curso.
v_177_01;Módulo 5;Módulo 5;177;el verano;der Sommer;¡Me encanta el verano!
v_177_02;Módulo 5;Módulo 5;177;ir a + inf.;etw. tun werden;Mañana voy a estudiar.
v_177_03;Módulo 5;Módulo 5;177;el mes;der Monat;
v_177_04;Módulo 5;Módulo 5;177;el pueblo;das Dorf;
v_177_05;Módulo 5;Módulo 5;177;viajar (a);reisen (nach);Tengo ganas de viajar.
v_177_06;Módulo 5;Módulo 5;177;visitar algo/a alguien;etw./jdn besuchen;
v_177_07;Módulo 5;Módulo 5;177;volver (o → ue);zurückkommen, zurückkehren;¿Cuándo vuelves?
v_177_08;Módulo 5;Módulo 5;177;el campamento;das Ferienlager;
v_177_09;Módulo 5;Módulo 5;177;entender (e → ie) algo;etw. verstehen;Lo siento, no entiendo...
v_177_10;Módulo 5;Módulo 5;177;la situación, las situaciones pl.;die Lage, Situation;
v_177_11;Módulo 5;Módulo 5;177;el buzón, los buzones pl.;der Briefkasten;
v_177_12;Módulo 5;Módulo 5;177;la postal;die Postkarte;La postal es muy bonita, gracias.
v_177_13;Módulo 5;Módulo 5;177;Querido/-a...;Liebe/-r ...;
